Age [ka BP],Depth [m],Al [ppm],Ba [ppm],Mo [ppm],Ti [ppm],U [ppm]
81.661,6.122,88034,335,7,6512,5
81.670,6.123,89157,379,5,6458,4
81.678,6.124,89189,311,7,6476,9
81.687,6.125,89592,391,6,6435,10
81.696,6.126,87656,272,6,6492,6
81.704,6.127,88165,306,6,6454,5
81.713,6.128,87126,352,6,6479,5
81.721,6.129,86556,393,7,6377,4
81.730,6.130,87196,390,8,6366,9
81.739,6.131,87216,391,4,6328,9
81.748,6.132,85890,328,6,6396,4
81.756,6.133,86773,363,5,6447,6
81.765,6.134,88258,440,7,6420,9
81.774,6.135,87355,434,8,6442,8
81.782,6.136,89476,472,10,6448,7
81.791,6.137,89938,575,14,6317,12
81.799,6.138,91702,486,20,6411,8
81.808,6.139,92190,474,16,6496,14
81.817,6.140,91975,521,22,6613,9
81.825,6.141,91525,510,20,6464,11
81.834,6.142,86289,444,18,6156,10
81.843,6.143,87474,554,16,6235,8
81.851,6.144,90258,525,19,6504,12
81.860,6.145,89750,605,30,6069,6
81.869,6.146,90153,509,30,6184,10
81.877,6.147,88114,492,17,6369,8
81.886,6.148,89972,591,21,6191,10
81.895,6.149,86829,463,19,6165,6
81.903,6.150,86059,521,22,6059,11
81.912,6.151,83755,462,18,6142,12
81.920,6.152,84353,507,16,6142,8
81.929,6.153,84738,566,18,6086,12
81.938,6.154,85577,466,13,6198,11
81.946,6.155,84743,454,19,6243,7
81.955,6.156,84594,488,15,6146,6
81.963,6.157,83602,464,19,6121,11
81.972,6.158,85900,548,23,6219,9
81.980,6.159,84312,564,18,6109,11
81.989,6.160,86171,481,24,6103,10
81.998,6.161,85769,483,28,6227,13
82.006,6.162,85062,436,27,6083,6
82.015,6.163,83254,421,23,6083,9
82.023,6.164,83303,511,30,5981,9
82.032,6.165,83355,477,33,5905,10
82.040,6.166,83934,533,33,5934,13
82.049,6.167,84005,430,32,6027,12
82.057,6.168,82392,463,35,5946,10
82.066,6.169,84379,455,29,6101,7
82.074,6.170,83615,507,34,5987,14
82.083,6.171,83949,463,28,6114,11
82.091,6.172,85255,460,34,6068,6
82.099,6.173,84368,451,24,5996,10
82.108,6.174,83902,430,30,6117,7
82.116,6.175,84168,452,27,6246,13
82.125,6.176,82051,386,33,6130,11
82.133,6.177,82306,408,36,6024,7
82.142,6.178,83618,407,40,6277,15
82.151,6.179,82815,516,34,6094,6
82.159,6.180,80857,430,33,5986,9
82.168,6.181,81370,489,32,6070,7
82.176,6.182,82516,519,40,6038,7
82.185,6.183,81869,432,36,5992,7
82.193,6.184,85097,407,34,6139,8
82.202,6.185,84488,386,42,6322,12
82.210,6.186,83505,443,56,6214,14
82.219,6.187,84922,362,49,6370,8
82.227,6.188,83828,374,45,6296,6
82.236,6.189,84795,439,55,6351,9
82.245,6.190,83680,360,46,6238,9
82.253,6.191,83602,378,44,6251,11
82.262,6.192,82873,483,35,5974,10
82.271,6.193,84106,410,29,6182,10
82.279,6.194,84872,434,36,6221,12
82.288,6.195,84690,386,50,6358,10
82.296,6.196,84795,528,60,6161,10
82.305,6.197,83250,381,54,6269,6
82.313,6.198,82519,519,52,6028,5
82.322,6.199,80327,358,67,6038,10
82.330,6.200,81439,417,61,5963,9
82.339,6.201,82917,406,38,6176,13
82.348,6.202,83123,368,38,6250,6
82.356,6.203,82461,412,44,6310,9
82.365,6.204,81712,425,50,6055,13
82.373,6.205,81775,345,45,6083,10
82.382,6.206,81832,370,36,6270,7
82.390,6.207,82467,355,57,6260,13
82.399,6.208,82811,422,45,6069,8
82.408,6.209,82172,392,54,6133,10
82.416,6.210,83718,470,65,6057,16
82.425,6.211,81064,429,55,5965,16
82.433,6.212,81202,385,52,6014,9
82.442,6.213,79671,430,54,5841,7
82.450,6.214,80816,451,67,5973,7
82.459,6.215,78923,447,69,5875,10
82.467,6.216,77675,441,61,5807,8
82.475,6.217,78026,448,85,5542,9
82.484,6.218,80050,426,62,5877,13
82.493,6.219,81678,391,55,6080,8
82.501,6.220,80590,480,70,6030,8
82.510,6.221,81259,452,75,6132,9
82.519,6.222,76617,417,48,5771,10
82.527,6.223,77602,435,50,5806,9
82.536,6.224,80642,365,46,6159,6
82.545,6.225,81112,412,56,6199,11
82.553,6.226,81719,385,69,6290,11
82.562,6.227,84165,394,66,6262,9
82.570,6.228,82426,418,62,6157,6
82.579,6.229,84816,409,71,6140,8
82.588,6.230,85153,493,80,6093,7
82.596,6.231,80614,382,64,5918,12
82.605,6.232,80611,433,86,5983,10
82.614,6.233,81013,439,55,6094,8
82.622,6.234,80182,492,60,5975,11
82.631,6.235,82596,447,57,6165,13
82.640,6.236,81759,421,59,6078,14
82.649,6.237,80768,467,62,6096,11
82.658,6.238,79552,441,57,5987,13
82.666,6.239,81844,383,67,6113,8
82.675,6.240,81993,360,67,6108,10
82.683,6.241,80486,471,60,6085,10
82.692,6.242,77626,408,59,5830,8
82.700,6.243,80333,364,67,6019,10
82.709,6.244,78529,354,75,5946,9
82.718,6.245,79370,354,77,5972,9
82.727,6.246,79185,430,81,5654,9
82.736,6.247,81032,405,63,6135,8
82.744,6.248,77549,320,69,6021,8
82.753,6.249,72255,375,77,5571,10
82.762,6.250,72863,450,65,5641,7
82.770,6.251,81179,389,68,6189,11
82.779,6.252,82112,334,81,6238,5
82.788,6.253,81842,332,73,6313,10
82.796,6.254,81596,299,64,6255,11
82.805,6.255,83303,400,67,6362,8
82.814,6.256,85196,479,75,6243,13
82.822,6.257,84548,359,75,6442,6
82.831,6.258,83103,436,71,6132,15
82.840,6.259,81267,409,70,6190,6
82.849,6.260,80237,399,76,6167,9
82.858,6.261,79239,449,90,6063,7
82.867,6.262,75345,409,80,5650,8
82.876,6.263,80110,476,69,5941,9
82.884,6.264,83462,369,74,6298,9
82.893,6.265,84571,427,76,6299,11
82.902,6.266,83742,432,83,6376,7
82.911,6.267,84106,398,72,6288,14
82.920,6.268,83584,436,70,6261,15
82.929,6.269,81193,454,88,6146,10
82.937,6.270,81817,400,75,6109,10
82.946,6.271,83539,352,88,6141,8
82.955,6.272,82801,400,87,6226,15
82.964,6.273,83789,400,71,6339,12
82.973,6.274,85820,402,67,6501,8
82.982,6.275,86517,409,76,6534,11
82.991,6.276,84809,389,69,6458,13
83.000,6.277,80544,526,80,6025,10
83.009,6.278,78095,407,80,5852,12
83.018,6.279,82214,376,66,6236,10
83.026,6.280,82394,463,109,6125,17
83.035,6.281,82939,426,76,6047,9
83.044,6.282,81461,418,75,5929,7
83.053,6.283,79805,382,79,6003,11
83.061,6.284,83084,379,86,6238,11
83.070,6.285,82195,355,105,6051,12
83.079,6.286,78369,392,112,6010,6
83.088,6.287,78718,397,151,5733,9
83.097,6.288,78578,349,92,5808,6
83.105,6.289,79949,382,97,5898,13
83.114,6.290,75235,356,103,5558,7
83.123,6.291,82006,387,96,6154,14
83.132,6.292,81291,489,85,6095,20
83.140,6.293,80644,405,87,6205,13
83.149,6.294,81055,369,93,6131,7
83.157,6.295,81162,418,115,6126,17
83.166,6.296,80046,415,85,6224,8
83.175,6.297,82568,386,95,6326,17
83.183,6.298,84145,446,97,6333,14
83.192,6.299,82443,402,73,6282,10
83.201,6.300,82299,387,74,6226,14
83.210,6.301,80382,411,92,6151,9
83.218,6.302,79898,434,113,6076,10
83.227,6.303,78082,431,83,6017,9
83.236,6.304,78185,412,75,5994,9
83.245,6.305,82237,400,74,6257,8
83.254,6.306,80623,474,80,5923,11
83.263,6.307,79617,338,71,5997,11
83.271,6.308,78744,396,72,5974,13
83.280,6.309,77192,403,83,5949,12
83.289,6.310,79196,358,91,6086,17
83.298,6.311,82767,432,79,6206,7
83.307,6.312,84744,349,78,6508,12
83.315,6.313,83541,415,81,6314,15
83.324,6.314,84450,411,102,6305,11
83.333,6.315,84381,398,106,6300,12
83.342,6.316,83269,380,143,6342,11
83.351,6.317,85542,399,101,6462,10
83.360,6.318,87410,311,89,6696,9
83.369,6.319,86344,425,92,6367,16
83.378,6.320,84142,385,102,6268,9
83.386,6.321,82733,355,87,6369,7
83.395,6.322,83564,397,81,6175,9
83.404,6.323,76829,414,109,5801,14
83.413,6.324,82404,453,76,6176,8
83.422,6.325,83468,446,70,6194,10
83.430,6.326,85023,375,73,6340,10
83.439,6.327,86765,474,83,6412,14
83.448,6.328,85934,429,83,6392,12
83.457,6.329,87537,474,76,6423,11
83.466,6.330,86453,521,83,6205,14
83.474,6.331,89035,410,80,6563,13
83.483,6.332,90314,459,91,6538,18
83.492,6.333,87475,465,77,6284,19
83.501,6.334,88613,480,85,6411,17
83.510,6.335,87437,455,86,6308,11
83.519,6.336,86222,429,90,6103,10
83.528,6.337,84803,455,95,6048,13
83.537,6.338,85350,469,89,6319,15
83.546,6.339,85255,505,110,6445,9
83.554,6.340,86311,453,91,6426,15
83.563,6.341,85942,391,78,6494,8
83.572,6.342,85025,428,78,6330,11
83.580,6.343,84937,403,80,6331,13
83.589,6.344,84109,458,81,6269,13
83.598,6.345,83448,474,88,6331,8
83.606,6.346,76233,407,125,5879,10
83.615,6.347,83574,413,83,6236,8
83.624,6.348,84040,527,83,6204,12
83.632,6.349,81579,472,62,5994,10
83.640,6.350,80172,531,64,5891,13
83.649,6.351,80278,504,53,5944,9
83.657,6.352,82098,506,72,5957,17
83.666,6.353,82144,456,65,6043,10
83.674,6.354,78518,457,75,5853,9
83.683,6.355,80946,365,83,5982,8
83.692,6.356,78604,424,82,5843,12
83.700,6.357,77926,323,67,5970,10
83.709,6.358,79377,365,55,6063,9
83.717,6.359,81467,456,54,6125,9
83.726,6.360,80233,392,56,6130,8
83.734,6.361,78417,363,56,6117,6
83.743,6.362,81242,382,50,6404,9
83.752,6.363,82336,376,57,6217,8
83.761,6.364,80309,411,60,6177,8
83.769,6.365,82125,435,81,6201,8
83.778,6.366,83318,401,60,6487,10
83.787,6.367,85417,447,74,6390,13
83.796,6.368,82525,409,63,6426,11
83.804,6.369,83032,456,64,6292,7
83.813,6.370,79201,390,68,6079,12
83.821,6.371,80763,426,69,6043,8
83.830,6.372,80354,410,62,6068,9
83.838,6.373,78035,428,54,6027,7
83.847,6.374,80084,468,58,5978,10
83.856,6.375,78892,434,61,5956,10
83.864,6.376,79673,414,70,5995,8
83.873,6.377,80632,384,60,6043,10
83.882,6.378,81650,424,61,5998,7
83.890,6.379,80214,420,53,6128,8
83.899,6.380,78997,402,63,5930,7
83.908,6.381,78732,400,61,5930,8
83.916,6.382,80382,378,67,6142,12
83.925,6.383,82236,420,66,6252,9
83.933,6.384,81166,418,82,6213,11
83.942,6.385,81065,405,75,6178,13
83.951,6.386,79115,410,89,6060,7
83.959,6.387,82603,358,99,6276,11
83.968,6.388,83876,421,93,6292,14
83.976,6.389,84605,374,76,6396,9
83.985,6.390,81838,387,68,6405,11
83.994,6.391,81301,456,74,6290,8
84.002,6.392,80535,397,49,6216,8
84.011,6.393,83197,379,75,6295,10
84.019,6.394,81612,407,56,6341,9
84.028,6.395,81125,368,67,6264,9
84.036,6.396,81051,427,72,6199,11
84.045,6.397,82030,359,64,6236,8
84.054,6.398,78788,419,74,5949,7
84.062,6.399,79381,347,64,6138,8
84.071,6.400,79650,423,66,6118,6
84.080,6.401,80925,416,84,6234,9
84.089,6.402,82753,386,71,6240,9
84.098,6.403,84381,291,76,6568,7
84.107,6.404,64906,421,146,5231,9
84.115,6.405,78284,346,105,6100,11
84.124,6.406,83548,404,70,6480,7
84.133,6.407,80627,376,82,6156,5
84.142,6.408,81209,390,58,6309,8
84.151,6.409,84073,341,78,6467,8
84.160,6.410,80390,375,62,6144,7
84.168,6.411,78420,423,53,5942,8
84.177,6.412,79957,442,62,6038,9
84.186,6.413,83178,406,64,6128,11
84.195,6.414,82246,388,65,6305,11
84.204,6.415,80732,437,62,6105,13
84.213,6.416,80273,398,57,6142,13
84.222,6.417,82618,429,57,6286,10
84.230,6.418,82499,449,58,6236,9
84.239,6.419,80791,429,50,6095,8
84.248,6.420,82126,406,54,6259,11
84.256,6.421,80655,492,48,5978,8
84.265,6.422,81061,492,52,6169,11
84.274,6.423,82062,473,52,6256,10
84.282,6.424,81062,491,42,6097,8
84.291,6.425,80787,431,50,6190,11
84.300,6.426,81745,432,42,6226,10
84.309,6.427,84319,420,55,6253,9
84.317,6.428,83231,457,52,6165,11
84.326,6.429,81804,432,42,6231,9
84.335,6.430,83599,431,53,6483,6
84.344,6.431,83430,415,51,6452,9
84.353,6.432,81020,421,47,6278,13
84.361,6.433,79772,394,64,6204,10
84.370,6.434,78838,393,88,6090,9
84.379,6.435,81332,446,49,6280,8
84.387,6.436,80385,512,47,6075,6
84.396,6.437,79920,397,51,6101,8
84.405,6.438,80845,453,59,5982,8
84.413,6.439,81828,367,50,6183,5
84.422,6.440,82126,355,60,6296,11
84.431,6.441,76229,268,57,6132,5
84.440,6.442,81122,346,82,5996,8
84.448,6.443,65874,311,98,5438,7
84.457,6.444,73904,268,56,6160,6
84.465,6.445,82750,334,76,6486,7
84.474,6.446,82540,394,87,6214,3
84.482,6.447,83890,448,66,6304,7
84.490,6.448,84399,437,76,6440,7
84.499,6.449,86562,381,105,6476,7
84.508,6.450,85494,386,78,6503,7
84.516,6.451,84118,338,84,6501,8
84.525,6.452,82567,322,67,6350,9
84.533,6.453,88919,325,82,6668,12
84.542,6.454,88093,376,119,6524,9
84.551,6.455,85943,315,119,6438,5
84.559,6.456,85963,336,101,6427,7
84.568,6.457,86088,331,90,6450,8
84.576,6.458,87031,346,98,6559,6
84.585,6.459,85899,366,82,6361,8
84.594,6.460,86583,338,103,6554,10
84.602,6.461,83395,317,73,6517,7
84.611,6.462,82711,431,79,6202,9
84.620,6.463,83275,378,77,6332,7
84.628,6.464,84239,382,96,6301,6
84.636,6.465,85294,292,74,6741,9
84.645,6.466,86315,338,92,6633,11
84.653,6.467,85898,457,78,6348,9
84.662,6.468,85394,370,77,6469,9
84.670,6.469,83285,374,63,6343,11
84.679,6.470,83125,370,93,6429,10
84.688,6.471,83997,349,86,6451,15
84.697,6.472,83858,466,81,6238,9
84.705,6.473,81008,392,84,6372,8
84.714,6.474,83070,379,64,6396,10
84.722,6.475,81695,378,64,6303,8
84.730,6.476,80930,423,64,6120,11
84.739,6.477,80236,415,56,6205,12
84.747,6.478,82066,385,67,6143,6
84.756,6.479,81145,356,62,6106,14
84.765,6.480,82346,290,70,6471,8
84.774,6.481,80212,259,115,6219,8
84.783,6.482,79494,406,104,5781,7
84.792,6.483,79953,328,43,6280,7
84.800,6.484,81428,357,54,6274,7
84.809,6.485,81754,396,75,6222,11
84.818,6.486,81239,381,63,6332,7
84.826,6.487,80637,372,63,6187,8
84.835,6.488,83745,384,65,6287,15
84.844,6.489,82975,329,64,6350,5
84.853,6.490,81896,431,88,6120,10
84.861,6.491,80395,418,78,6122,10
84.870,6.492,81046,353,64,6087,7
84.879,6.493,81508,431,74,6139,7
84.888,6.494,78302,313,84,5862,9
84.896,6.495,79748,371,84,5862,7
84.905,6.496,80792,422,64,6005,7
84.913,6.497,77746,373,52,5941,9
84.922,6.498,78929,346,56,5968,9
84.931,6.499,79822,350,64,6197,9
84.940,6.500,82886,420,63,6158,9
84.949,6.501,81693,355,69,6266,10
84.958,6.502,78651,425,46,5869,13
84.967,6.503,77920,394,46,5861,5
84.976,6.504,79436,351,51,5951,11
84.984,6.505,78893,393,42,6113,4
84.993,6.506,80038,352,51,6239,8
85.002,6.507,81561,363,46,6410,8
85.011,6.508,81793,375,63,6209,11
85.020,6.509,79496,472,57,5992,16
85.029,6.510,80453,397,59,6100,9
85.038,6.511,79480,446,58,6048,6
85.047,6.512,80498,348,56,6226,10
85.056,6.513,83065,379,56,6410,10
85.065,6.514,82608,396,52,6187,9
85.074,6.515,84337,444,52,6445,9
85.083,6.516,83368,490,61,6194,9
85.092,6.517,80000,404,50,6042,8
85.100,6.518,83354,353,53,6311,12
85.109,6.519,83821,397,62,6251,12
85.118,6.520,79895,354,58,6226,10
85.127,6.521,81717,382,61,6156,7
85.136,6.522,82443,323,44,6312,8
85.145,6.523,79128,372,40,6140,5
85.154,6.524,78803,350,52,6128,8
85.163,6.525,81388,385,43,6282,8
85.171,6.526,82641,358,42,6283,7
85.180,6.527,80365,408,41,6251,7
85.189,6.528,81939,360,53,6369,7
85.198,6.529,86294,369,50,6709,8
85.207,6.530,86043,361,60,6646,14
85.217,6.531,86125,372,70,6725,8
85.226,6.532,85943,355,54,6577,13
85.235,6.533,83736,387,57,6659,11
85.244,6.534,83652,371,51,6597,10
85.252,6.535,86964,370,55,6640,4
85.261,6.536,86630,447,53,6658,10
85.270,6.537,80459,315,59,6437,8
85.279,6.538,81788,396,57,6378,9
85.288,6.539,84041,391,48,6468,12
85.297,6.540,84007,371,50,6408,9
85.305,6.541,85620,455,47,6533,16
85.314,6.542,84805,344,42,6649,13
85.323,6.543,83132,338,56,6596,10
85.332,6.544,85976,402,45,6671,12
85.341,6.545,87642,350,46,7016,8
85.350,6.546,88817,351,42,6919,14
85.358,6.547,87434,377,41,6675,11
85.367,6.548,86881,273,50,6773,6
85.376,6.549,86134,296,45,7017,12
85.385,6.550,85398,340,38,6709,9
85.394,6.551,85244,343,34,6576,11
85.403,6.552,84264,355,37,6480,6
85.412,6.553,84251,321,38,6572,10
85.421,6.554,84821,426,44,6471,9
85.429,6.555,84489,338,47,6451,11
85.438,6.556,85241,379,46,6465,14
85.447,6.557,82732,324,39,6463,14
85.455,6.558,82106,356,48,6465,13
85.464,6.559,82578,342,44,6468,7
85.473,6.560,83268,421,69,6510,6
85.481,6.561,82774,398,35,6487,14
85.490,6.562,83729,389,51,6322,9
85.499,6.563,85620,320,45,6855,6
85.507,6.564,85936,295,48,6674,9
85.516,6.565,85570,345,38,6831,10
85.525,6.566,85974,298,40,6947,10
85.533,6.567,84471,226,51,6918,17
85.542,6.568,83278,331,34,6804,9
85.595,6.574,82868,279,8,6647,5
85.603,6.575,85476,390,7,6473,10
85.612,6.576,85445,448,11,6240,12
85.621,6.577,85977,420,12,6306,14
85.629,6.578,86036,359,11,6514,14
85.638,6.579,88434,395,12,6669,8
85.647,6.580,88799,355,9,6856,11
85.655,6.581,89238,334,12,6783,10
85.664,6.582,88488,344,9,6953,10
85.673,6.583,86330,379,14,6675,16
85.681,6.584,85784,330,8,6625,9
85.690,6.585,84819,375,11,6391,8
85.698,6.586,82665,292,19,6430,8
85.707,6.587,82563,312,16,6443,6
85.716,6.588,82375,337,12,6297,7
85.724,6.589,81955,368,7,6259,5
85.733,6.590,76830,299,9,6218,6
85.741,6.591,75934,288,14,5984,4
85.750,6.592,80809,244,10,6398,4
85.759,6.593,80215,302,10,6155,5
85.767,6.594,80780,269,8,6357,4
85.776,6.595,79528,223,7,6393,5
85.785,6.596,78728,216,5,6398,3
85.793,6.597,77874,225,4,6156,5
85.802,6.598,78013,229,3,6394,3
85.811,6.599,77724,237,3,6335,3
85.819,6.600,77996,241,3,6385,5
85.828,6.601,76463,231,3,6143,3
85.837,6.602,75202,225,3,6313,4
85.845,6.603,72914,222,2,5905,6
85.854,6.604,75870,184,4,6196,3
85.862,6.605,75347,271,3,6032,4
85.871,6.606,76054,264,3,6070,4
85.879,6.607,77135,227,4,6337,4
85.888,6.608,78792,264,4,6341,4
85.897,6.609,77955,275,3,6345,4
85.905,6.610,77562,218,3,6307,3
85.914,6.611,77575,279,4,6141,3
85.923,6.612,79577,199,4,6317,4
85.931,6.613,79562,185,3,6629,4
85.940,6.614,79127,282,4,6375,4
85.949,6.615,80734,274,4,6504,5
85.957,6.616,78548,265,4,6288,5
85.966,6.617,78432,239,3,6310,4
85.974,6.618,77938,249,2,6287,3
85.983,6.619,77797,250,4,6311,5
85.992,6.620,79203,324,3,6375,5
86.000,6.621,78044,257,5,6428,2
86.009,6.622,79308,243,5,6413,3
86.018,6.623,77436,259,3,6292,2
86.026,6.624,79233,268,2,6230,4
86.035,6.625,77521,198,4,6322,3
86.044,6.626,77695,254,4,6044,3
86.052,6.627,77266,206,3,6446,2
86.061,6.628,78016,238,3,6373,3
86.070,6.629,77607,219,3,6472,3
86.078,6.630,78191,198,3,6239,3
86.087,6.631,78659,218,3,6207,3
86.096,6.632,77993,221,3,6220,4
86.104,6.633,77938,223,3,6229,3
86.113,6.634,77302,196,2,6362,3
86.122,6.635,75804,200,3,6387,3
86.130,6.636,78715,253,3,6256,4
86.139,6.637,80757,214,5,6136,2
86.147,6.638,78646,210,4,6233,3
86.156,6.639,80113,239,3,6205,4
86.164,6.640,80964,205,2,6639,3
86.172,6.641,78946,237,3,6448,4
86.181,6.642,79047,282,4,6492,4
86.189,6.643,80572,267,2,6633,4
86.198,6.644,79376,180,3,6682,2
86.206,6.645,80487,231,6,6304,3
86.215,6.646,82295,175,4,6392,3
86.224,6.647,84471,235,3,6247,5
86.232,6.648,82458,221,4,6412,2
86.241,6.649,81299,206,2,6595,2
86.250,6.650,80582,247,5,6471,4
86.258,6.651,80565,211,3,6498,4
86.267,6.652,81071,239,3,6566,3
86.276,6.653,81262,277,3,6477,5
86.285,6.654,81071,276,2,6393,5
86.293,6.655,82441,240,3,6545,2
86.302,6.656,81939,241,4,6533,5
86.311,6.657,81735,220,2,6653,5
86.319,6.658,81361,200,2,6749,3
86.328,6.659,81437,333,3,6416,4
86.336,6.660,80519,191,4,6606,2
86.345,6.661,82064,244,3,6640,4
86.354,6.662,80533,270,3,6525,4
86.362,6.663,81134,201,2,6767,2
86.371,6.664,82413,213,4,6591,4
86.380,6.665,80417,259,2,6491,6
86.388,6.666,80315,232,3,6607,3
86.397,6.667,80655,192,3,6458,4
86.406,6.668,79233,220,2,6623,2
86.414,6.669,81417,221,2,6543,4
86.423,6.670,81535,245,2,6489,4
86.431,6.671,81988,215,3,6467,4
86.440,6.672,80827,237,3,6359,3
86.449,6.673,83393,304,3,6218,2
86.457,6.674,83151,276,4,6446,3
86.466,6.675,82204,216,2,6708,2
86.475,6.676,81477,287,2,6510,3
86.484,6.677,80829,286,3,6566,5
86.492,6.678,82102,239,3,6619,4
86.501,6.679,81904,255,2,6503,3
86.510,6.680,82453,247,2,6358,5
86.519,6.681,81318,213,2,6577,2
86.528,6.682,80302,239,3,6637,3
86.536,6.683,82791,328,2,6597,4
86.545,6.684,82049,243,2,6654,3
86.554,6.685,79125,230,2,6609,2
86.563,6.686,79956,243,2,6596,2
86.571,6.687,79337,234,3,6570,1
86.580,6.688,81204,217,4,6727,3
86.589,6.689,80794,187,1,6687,2
86.598,6.690,81806,271,2,6516,2
86.607,6.691,82674,169,3,6625,2
86.615,6.692,82121,176,3,6632,2
86.624,6.693,81493,254,2,6633,3
86.633,6.694,81112,243,1,6906,3
86.642,6.695,79460,227,3,6754,3
86.650,6.696,79581,174,2,6795,3
86.659,6.697,82620,253,2,6827,3
86.668,6.698,82381,174,3,7092,4
86.676,6.699,82741,230,1,6864,3
86.685,6.700,82085,200,2,6992,3
86.694,6.701,82263,182,2,7108,2
86.702,6.702,82534,260,3,6950,4
86.711,6.703,82054,241,3,6814,3
86.720,6.704,80476,196,2,7014,2
86.728,6.705,82271,246,2,7028,3
86.737,6.706,82235,187,2,7204,3
86.746,6.707,81360,206,3,6853,2
86.755,6.708,81212,229,3,7093,2
86.763,6.709,81131,209,2,6989,3
86.772,6.710,81037,228,2,6923,2
86.780,6.711,80847,191,2,6876,3
86.789,6.712,80396,211,2,6984,4
86.798,6.713,80563,197,2,6877,3
86.806,6.714,81895,255,3,6800,4
86.815,6.715,80474,256,4,6634,4
86.823,6.716,80954,201,2,6898,3
86.832,6.717,82785,200,3,7100,3
86.841,6.718,83157,206,2,7168,3
86.849,6.719,82686,208,2,6965,3
86.858,6.720,85334,269,2,6818,5
86.867,6.721,82741,234,3,7017,4
86.876,6.722,82596,239,1,6921,3
86.885,6.723,83415,174,2,7064,3
86.894,6.724,82985,253,2,7032,5
86.903,6.725,81347,181,1,7052,2
86.911,6.726,81568,202,3,7045,3
86.920,6.727,82754,286,2,6978,3
86.929,6.728,84153,246,1,7112,3
86.938,6.729,82967,228,2,7174,2
86.947,6.730,85119,286,2,7072,3
86.956,6.731,85999,212,3,7303,3
86.965,6.732,86206,186,2,7527,2
86.974,6.733,86569,260,2,7277,3
86.983,6.734,86093,323,2,7209,2
86.992,6.735,85637,178,3,7543,3
87.000,6.736,84662,204,3,7393,2
87.009,6.737,85934,236,2,7510,3
87.018,6.738,86351,270,2,7338,3
87.027,6.739,86362,221,2,7471,3
87.036,6.740,85515,217,2,7337,3
87.044,6.741,85766,195,2,7371,2
87.053,6.742,85121,242,3,7270,4
87.062,6.743,83160,238,2,7294,5
87.071,6.744,84863,282,2,7178,4
87.079,6.745,83476,229,2,7314,2
87.088,6.746,85119,135,2,7508,2
87.097,6.747,85321,210,2,7453,4
87.106,6.748,83964,203,2,7289,3
87.114,6.749,84860,260,2,7221,3
87.123,6.750,84632,280,2,7292,3
87.131,6.751,85481,183,2,7407,3
87.140,6.752,85727,202,2,7438,5
87.149,6.753,84864,222,1,7320,4
87.157,6.754,85116,187,2,7403,3
87.166,6.755,84441,188,2,7441,3
87.175,6.756,85690,194,2,7439,4
87.184,6.757,82973,252,2,7320,2
87.192,6.758,84747,185,2,7458,3
87.201,6.759,83058,194,2,7565,2
87.210,6.760,84799,216,2,7410,3
87.218,6.761,81167,211,2,7250,2
87.227,6.762,81464,258,2,7096,4
87.235,6.763,79097,219,2,7087,3
87.244,6.764,77361,207,2,6894,3
87.253,6.765,77559,194,2,6846,3
87.262,6.766,76417,178,2,6821,3
87.271,6.767,78025,236,2,6663,2
87.280,6.768,79935,251,2,7018,3
87.288,6.769,81152,200,3,7247,4
87.297,6.770,81650,240,2,7067,3
87.306,6.771,81290,209,2,7305,3
87.314,6.772,81793,277,2,6980,4
87.323,6.773,79297,205,2,7040,2
87.332,6.774,81865,228,2,7122,3
87.341,6.775,79684,215,3,7186,2
87.350,6.776,78848,200,2,6911,6
87.359,6.777,79103,212,3,6955,4
87.368,6.778,78651,178,2,7013,3
87.377,6.779,77992,206,2,6772,2
87.386,6.780,78365,188,2,6884,4
87.395,6.781,76814,262,2,6736,4
87.404,6.782,78064,169,2,6933,4
87.413,6.783,76985,205,1,6795,4
87.422,6.784,76643,273,2,6619,3
87.431,6.785,77697,198,2,6898,3
87.440,6.786,76199,202,2,6772,2
87.449,6.787,76169,235,2,6691,3
87.458,6.788,76489,206,2,6817,3
87.466,6.789,75166,189,2,6807,2
87.475,6.790,73748,266,2,6364,4
87.484,6.791,77348,196,2,6823,3
87.493,6.792,75765,197,3,6916,3
87.502,6.793,77865,195,1,6730,2
87.511,6.794,76707,214,1,6721,4
87.520,6.795,76155,247,2,6697,2
87.529,6.796,75265,212,2,6599,2
87.538,6.797,75300,227,2,6582,4
87.547,6.798,74707,236,2,6613,2
87.557,6.799,73938,174,1,6739,3
87.568,6.800,73042,186,2,6530,3
87.578,6.801,73756,187,1,6620,3
87.588,6.802,73785,235,1,6491,2
87.599,6.803,75611,225,2,6786,4
87.610,6.804,72639,187,2,6657,2
87.622,6.805,72495,233,3,6509,4
87.634,6.806,73065,210,2,6616,3
87.645,6.807,73192,205,2,6522,3
87.657,6.808,73146,182,2,6595,3
87.669,6.809,71498,152,2,6600,3
87.681,6.810,71940,181,2,6477,3
87.693,6.811,73471,192,2,6690,3
87.705,6.812,73436,186,2,6586,3
87.717,6.813,72791,216,3,6522,4
87.729,6.814,71122,214,3,6375,4
87.741,6.815,72974,217,1,6502,3
87.753,6.816,72383,171,3,6577,3
87.765,6.817,72226,200,2,6539,3
87.777,6.818,72866,213,2,6499,2
87.789,6.819,74545,220,2,6587,3
87.801,6.820,73311,183,2,6654,4
87.813,6.821,73317,198,3,6469,2
87.825,6.822,75558,203,2,6560,3
87.837,6.823,75497,176,2,6672,2
